trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img
42,0.38838,1,2,2,4,1,0.4,0.88125,0.43782,0.43782,0.48125,1
43,0.91809,1,1,1,3,1,0.51667,0.15,0.43782,0.43782,0.36667,11
44,0.43373,1,2,2,2,2,0.15,0.49375,0.2227,0.2227,0.34375,2
45,0.34142,1,2,2,4,2,0.4,0.675,0.32082,0.32082,0.275,15
46,0.28709,1,2,2,1,2,0.4,0.675,0.2227,0.2227,0.275,6
47,0.58669,1,2,2,1,2,0.15,0.49375,0.43782,0.43782,0.34375,14
48,0.35038,1,2,2,2,2,0.25,0.45625,0.43782,0.43782,0.20625,8
49,0.39191,1,1,1,3,1,0.26558,0.15,0.2227,0.2227,0.11558,7
50,0.3317,1,2,2,2,2,0.4,0.675,0.2227,0.2227,0.275,11
51,0.30136,1,1,1,1,1,0.26558,0.15,0.2227,0.2227,0.11558,8
52,0.35291,1,1,1,3,1,0.88125,0.4,0.32082,0.32082,0.48125,8
53,0.77263,1,2,2,4,1,0.15,0.49375,0.32082,0.32082,0.34375,7
54,0.32625,0,2,1,4,1,0.65208,0.4,0.43782,0.43782,0.25208,5
55,0.34597,1,1,1,3,2,0.85833,0.4,0.32082,0.32082,0.45833,19
56,0.94152,0,2,1,2,2,0.70833,0.25,0.2227,0.2227,0.45833,9
57,0.37481,1,1,1,2,1,0.45625,0.25,0.32082,0.32082,0.20625,7
58,0.77086,0,2,1,4,2,0.73125,0.25,0.2227,0.2227,0.48125,2
59,1.0626,1,1,1,3,1,0.47083,0.15,0.2227,0.2227,0.32083,15
60,0.28024,1,2,2,1,2,0.4,0.675,0.32082,0.32082,0.275,7
61,0.41985,1,1,1,3,1,0.47083,0.15,0.32082,0.32082,0.32083,6
62,0.33357,1,2,2,4,2,0.4,0.675,0.43782,0.43782,0.275,14
63,0.44917,1,1,1,1,2,0.85833,0.4,0.2227,0.2227,0.45833,17
64,0.3088,1,2,2,4,2,0.25,NaN,0.2227,NaN,0.092667,9
65,0.52653,1,1,1,2,2,0.25,NaN,0.14805,NaN,0.092667,4
66,0.30615,1,2,2,4,1,0.6,NaN,0.43782,NaN,0.18333,5
67,0.36578,1,1,1,3,2,0.15,NaN,0.43782,NaN,0.45833,7
68,0.31948,1,1,1,4,1,0.25,NaN,0.56218,NaN,0.275,10
69,0.79504,1,2,2,2,2,0.24267,0.15,0.43782,0.43782,0.43542,3
70,0.2788,1,1,1,2,2,0.15,NaN,0.2227,NaN,0.18333,12
71,1.1605,0,2,1,1,1,0.15,NaN,0.14805,NaN,0.32083,20
72,0.31611,1,1,1,1,2,0.6,NaN,0.56218,NaN,0.092667,4
